entry_time,exit_time,pnl,exit_reason,holding_bars
2025-03-04 02:00:00,2025-03-04 05:00:00,0.00491872251559693,early_exit,36
2025-04-03 13:00:00,2025-04-03 16:00:00,0.0020184949172011523,early_exit,36
2025-04-04 10:25:00,2025-04-04 13:25:00,-0.005849246985709358,early_exit,36
2025-04-05 14:15:00,2025-04-05 17:15:00,-0.0018302152445438251,early_exit,36
2025-04-06 18:00:00,2025-04-06 21:40:00,-0.018149238284634054,early_exit,44
2025-04-07 06:50:00,2025-04-07 09:50:00,0.021267465817800535,early_exit,36
2025-04-09 01:30:00,2025-04-09 04:30:00,0.00659853441092907,early_exit,36
2025-04-30 13:50:00,2025-04-30 16:50:00,0.00340913684695904,early_exit,36
2025-05-25 00:55:00,2025-05-25 03:55:00,0.004056763348356583,early_exit,36
2025-05-28 15:10:00,2025-05-28 18:10:00,0.004463334389203728,early_exit,36
2025-06-05 14:20:00,2025-06-05 18:15:00,-0.012602153488777683,early_exit,47
2025-07-04 14:10:00,2025-07-04 17:10:00,-0.0021647231211384304,early_exit,36
2025-07-18 14:40:00,2025-07-18 17:40:00,-0.003351253084697462,early_exit,36
2025-07-25 01:20:00,2025-07-25 05:55:00,-0.017889903852502997,early_exit,55
2025-07-30 19:20:00,2025-07-30 22:20:00,0.007008432482566762,early_exit,36
2025-08-18 02:25:00,2025-08-18 05:25:00,-0.0038677913352275577,early_exit,36
2025-10-10 17:50:00,2025-10-10 20:50:00,-0.020539731616372885,early_exit,36
2025-10-10 21:50:00,2025-10-11 00:50:00,-0.004337465305579096,early_exit,36
2025-10-11 21:45:00,2025-10-12 00:45:00,-0.012980387451274753,early_exit,36
2025-10-17 07:35:00,2025-10-17 11:35:00,-0.002200686576561301,early_exit,48
2025-11-06 18:00:00,2025-11-06 21:00:00,-0.009578199168500693,early_exit,36
2025-11-20 16:55:00,2025-11-20 20:15:00,-0.01592252050454948,early_exit,40
2025-12-01 00:15:00,2025-12-01 03:55:00,-0.028701307791623328,early_exit,44
2025-12-12 16:05:00,2025-12-12 19:05:00,-0.0011016888548857787,early_exit,36
2025-12-15 15:25:00,2025-12-15 18:25:00,-0.01676321014122647,early_exit,36
2026-01-29 15:15:00,2026-01-29 18:50:00,-0.025080583492591922,early_exit,43
2026-01-31 14:35:00,2026-01-31 18:30:00,-0.03453297247479612,early_exit,47
2026-02-03 18:30:00,2026-02-03 21:30:00,0.029221957864333934,early_exit,36
2026-02-04 15:00:00,2026-02-04 18:55:00,-0.01635956738690325,early_exit,47
2026-02-23 01:50:00,2026-02-23 04:50:00,0.0036268624597946652,early_exit,36
2026-02-28 07:00:00,2026-02-28 10:00:00,-0.0031868220152098644,early_exit,36
