entry_ts,exit_ts,exit_reason,holding_bars,entry_price,exit_price,net_return,position_scale,max_favorable_excursion,max_adverse_excursion,be_armed,be_arm_ts
2025-03-02 16:15:00,2025-03-02 19:30:00,early_exit,39,89370.23,93158.64,0.040307369144611804,0.19999999999999998,0.06299379558495043,-0.006634200225287484,False,
2025-03-03 14:50:00,2025-03-03 20:05:00,signal_exit_th,63,90183.0,85722.0,0.04756311482634627,0.19999999999999998,0.05393477706441347,-0.012463546344654757,False,
2025-03-04 01:55:00,2025-03-04 06:00:00,signal_exit_th,49,83380.55,84284.28,-0.012862319777181873,0.19999999999999998,0.010982297430276082,-0.014404438445176996,False,
2025-03-04 14:40:00,2025-03-04 19:50:00,signal_exit_th,62,84091.16,88304.43,-0.0522059113662558,0.19999999999999998,0.03081370265316834,-0.052285519666989966,False,
2025-03-05 10:40:00,2025-03-05 13:40:00,early_exit,36,89975.0,89120.0,-0.011481655327167982,0.19999999999999998,0.010656515698805302,-0.009685801611558721,False,
2025-03-07 00:45:00,2025-03-07 03:45:00,signal_exit_th,36,85524.28,86800.0,-0.01694833062346477,0.19999999999999998,0.010023469358642949,-0.04045073515965296,False,
2025-03-10 14:10:00,2025-03-10 17:10:00,signal_exit_th,36,80162.28,78599.02,0.01753823125545582,0.19999999999999998,0.022333197109663035,-0.01192630748526624,False,
2025-03-11 17:10:00,2025-03-11 20:10:00,early_exit,36,81359.31,82842.32,0.016193486389214615,0.19999999999999998,0.027754537249639857,-0.0071480448887779125,False,
2025-03-12 14:10:00,2025-03-12 17:10:00,signal_exit_th,36,82480.9,82455.99,-0.0016993880650801015,0.19999999999999998,0.022711318620432127,-0.003424792891445298,False,
2025-03-13 12:45:00,2025-03-13 16:15:00,signal_exit_th,42,82697.5,80989.23,0.018696204835689133,0.19999999999999998,0.022316273164243176,-0.005007890202243108,False,
2025-03-14 03:20:00,2025-03-14 06:20:00,signal_exit_th,36,82012.68,81924.53,-0.0009250163886009163,0.19999999999999998,0.0037033297777854185,-0.002503881107165451,False,
