entry_time,exit_time,pnl,exit_reason,holding_bars
2025-09-05 07:35:00,2025-09-05 10:35:00,-0.005160567995831643,early_exit,36
2025-09-05 11:35:00,2025-09-05 16:25:00,0.012165789385553863,signal_exit_th,58
2025-09-07 12:25:00,2025-09-07 15:25:00,-0.0036477011015952545,signal_exit_th,36
2025-09-08 12:00:00,2025-09-08 15:00:00,-0.007655175506346551,signal_exit_th,36
2025-09-09 09:55:00,2025-09-09 12:55:00,0.0006126673518629351,signal_exit_th,36
2025-09-09 16:55:00,2025-09-09 19:55:00,0.0009295643199876928,early_exit,36
2025-09-10 15:20:00,2025-09-10 19:10:00,0.0020709109753124784,signal_exit_th,46
2025-09-12 02:40:00,2025-09-12 05:40:00,-0.002104620494147637,signal_exit_th,36
2025-09-12 18:55:00,2025-09-12 21:55:00,0.003333668047627983,signal_exit_th,36
2025-09-13 14:45:00,2025-09-13 18:55:00,-0.0005003937944532343,signal_exit_th,50
2025-09-16 18:20:00,2025-09-16 21:20:00,-0.0018372120842262887,signal_exit_th,36
2025-09-17 18:05:00,2025-09-17 21:05:00,-0.00668939925179418,early_exit,36
2025-09-17 22:05:00,2025-09-18 01:05:00,-0.0055674434817226115,signal_exit_th,36
2025-09-18 03:40:00,2025-09-18 08:40:00,0.002208605229878885,signal_exit_th,60
2025-09-18 18:25:00,2025-09-18 21:25:00,0.0011498225632089686,signal_exit_th,36
2025-09-24 14:40:00,2025-09-24 21:15:00,-0.003309754576308094,signal_exit_th,79
2025-09-25 17:25:00,2025-09-25 20:25:00,0.003285987227042832,signal_exit_th,36
2025-09-28 00:15:00,2025-09-28 04:10:00,-0.00028414575191154857,signal_exit_th,47
2025-09-28 18:50:00,2025-09-28 21:50:00,-0.006235207221967084,signal_exit_th,36
2025-09-29 02:55:00,2025-09-29 05:55:00,-0.0020317706467560836,signal_exit_th,36
2025-09-29 13:10:00,2025-09-29 20:30:00,-0.022571628078005952,signal_exit_th,88
2025-09-30 04:35:00,2025-09-30 07:35:00,0.0028117025465609195,signal_exit_th,36
2025-09-30 16:20:00,2025-09-30 19:20:00,-0.00843020105513571,signal_exit_th,36
