entry_time,exit_time,pnl,exit_reason,holding_bars
2024-03-13 08:20:00,2024-03-13 11:20:00,-0.0033406513763348366,early_exit,36
2024-03-14 08:25:00,2024-03-14 11:25:00,0.00658894406316812,signal_exit_th,36
2024-03-15 19:10:00,2024-03-15 22:10:00,-0.028842042200861378,early_exit,36
2024-03-19 04:55:00,2024-03-19 07:55:00,-0.01172674201535942,early_exit,36
2024-03-21 15:15:00,2024-03-21 19:10:00,0.016267657791456478,signal_exit_th,47
2024-03-23 19:15:00,2024-03-23 22:15:00,0.004964991481714261,signal_exit_th,36
2024-03-24 08:30:00,2024-03-24 11:30:00,0.0019708469486239585,early_exit,36
2024-03-24 12:30:00,2024-03-24 18:25:00,-0.004225546345912333,signal_exit_th,71
2024-03-25 14:20:00,2024-03-25 17:20:00,0.019605392943965246,early_exit,36
2024-03-25 18:20:00,2024-03-25 21:20:00,0.00905740256990545,signal_exit_th,36
2024-03-26 08:50:00,2024-03-26 13:05:00,-0.0076838073722159525,signal_exit_th,51
2024-03-26 14:25:00,2024-03-26 17:55:00,-0.008916596047549144,signal_exit_th,42
2024-03-28 16:15:00,2024-03-28 19:20:00,-0.003249632079933302,signal_exit_th,37
2024-03-31 05:30:00,2024-03-31 10:15:00,-0.0033370640097310444,signal_exit_th,57
2024-03-31 15:40:00,2024-03-31 18:40:00,-0.01001587464554683,signal_exit_th,36
2024-03-31 21:25:00,2024-04-01 00:25:00,-0.006340374177011325,signal_exit_th,36
2024-04-02 02:40:00,2024-04-02 05:40:00,-0.00012707922027819978,signal_exit_th,36
2024-04-04 03:20:00,2024-04-04 06:20:00,-0.0007946989837843938,signal_exit_th,36
2024-04-04 16:55:00,2024-04-04 22:55:00,-0.003914309805061876,time_stop,72
2024-04-06 23:25:00,2024-04-07 02:25:00,0.0013583386790416482,early_exit,36
2024-04-07 03:25:00,2024-04-07 06:25:00,0.0010276652726090708,signal_exit_th,36
2024-04-07 18:30:00,2024-04-07 21:30:00,0.0008157433730923038,signal_exit_th,36
2024-04-08 08:00:00,2024-04-08 11:00:00,0.016142518487382875,early_exit,36
2024-04-08 12:00:00,2024-04-08 15:05:00,0.007322301133802809,signal_exit_th,37
2024-04-09 14:30:00,2024-04-09 18:05:00,0.011706056622212834,signal_exit_th,43
2024-04-10 13:05:00,2024-04-10 16:05:00,-0.01953427156989029,signal_exit_th,36
2024-04-12 18:35:00,2024-04-12 21:35:00,-0.01245383052585166,signal_exit_th,36
2024-04-13 17:40:00,2024-04-13 22:20:00,0.0593026205743461,signal_exit_th,56
2024-04-14 18:10:00,2024-04-14 22:35:00,-0.01955574220004935,signal_exit_th,53
2024-04-15 06:35:00,2024-04-15 09:35:00,0.0041802705973272136,early_exit,36
2024-04-15 11:10:00,2024-04-15 14:10:00,0.013797253535221883,signal_exit_th,36
2024-04-15 18:20:00,2024-04-15 21:20:00,-0.010095302397083781,early_exit,36
2024-04-16 11:00:00,2024-04-16 15:55:00,0.015027088205506219,signal_exit_th,59
2024-04-17 16:00:00,2024-04-17 20:20:00,0.019115565708124376,early_exit,52
2024-04-18 14:10:00,2024-04-18 19:45:00,0.00099664443640777,signal_exit_th,67
2024-04-19 05:30:00,2024-04-19 08:30:00,0.036350736829082825,early_exit,36
2024-04-20 16:20:00,2024-04-20 21:30:00,-0.001665268121208618,signal_exit_th,62
2024-04-21 16:15:00,2024-04-21 19:15:00,-0.004849436214239666,signal_exit_th,36
2024-04-22 03:10:00,2024-04-22 06:25:00,-0.020055214378780245,signal_exit_th,39
2024-04-23 16:30:00,2024-04-23 20:55:00,0.0018743446996566612,signal_exit_th,53
2024-04-26 16:30:00,2024-04-26 19:30:00,-0.00046531667467915755,signal_exit_th,36
2024-04-27 15:35:00,2024-04-27 20:15:00,-0.0057043776730454805,signal_exit_th,56
2024-04-27 21:30:00,2024-04-28 00:30:00,-0.00846292672168088,signal_exit_th,36
2024-04-28 03:25:00,2024-04-28 07:45:00,0.0015818913938678665,signal_exit_th,52
2024-04-30 01:35:00,2024-04-30 04:35:00,0.007591179109509043,signal_exit_th,36
2024-04-30 10:55:00,2024-04-30 13:55:00,-0.017531583460858615,early_exit,36
2024-05-01 18:55:00,2024-05-01 21:55:00,-0.019022007466178412,early_exit,36
2024-05-01 22:55:00,2024-05-02 01:55:00,-0.015243811125780502,early_exit,36
2024-05-02 13:55:00,2024-05-02 16:55:00,-0.01172747054216789,signal_exit_th,36
2024-05-03 13:35:00,2024-05-03 16:35:00,0.007471166131406158,early_exit,36
2024-05-03 17:35:00,2024-05-03 23:35:00,-0.020022265874264988,time_stop,72
2024-05-04 10:55:00,2024-05-04 16:25:00,0.011825492514604193,signal_exit_th,66
2024-05-05 13:55:00,2024-05-05 19:55:00,0.0017481655035164094,time_stop,72
2024-05-06 10:55:00,2024-05-06 13:55:00,0.00014532953311528432,signal_exit_th,36
2024-05-09 18:15:00,2024-05-09 21:15:00,-0.009733008834963466,signal_exit_th,36
2024-05-10 09:05:00,2024-05-10 15:05:00,0.030333525214136937,time_stop,72
2024-05-11 15:40:00,2024-05-11 21:10:00,0.0015733126119841447,signal_exit_th,66
2024-05-12 17:55:00,2024-05-12 22:05:00,0.0025118311183848236,signal_exit_th,50
2024-05-13 08:40:00,2024-05-13 11:40:00,-0.007046023118590454,early_exit,36
2024-05-13 12:40:00,2024-05-13 15:40:00,-0.0065896015574360605,signal_exit_th,36
2024-05-14 16:45:00,2024-05-14 19:45:00,-0.007393076243038018,signal_exit_th,36
2024-05-15 12:05:00,2024-05-15 15:55:00,-0.03704965437322349,signal_exit_th,46
2024-05-16 12:25:00,2024-05-16 15:45:00,0.007768697247368987,signal_exit_th,40
2024-05-17 08:30:00,2024-05-17 14:30:00,-0.006662046405806864,time_stop,72
2024-05-17 18:20:00,2024-05-17 21:20:00,-0.007470778679660573,signal_exit_th,36
2024-05-19 12:30:00,2024-05-19 15:35:00,-0.0021395952992869106,signal_exit_th,37
2024-05-20 05:10:00,2024-05-20 09:35:00,0.0014843110369162972,signal_exit_th,53
2024-05-20 17:20:00,2024-05-20 20:20:00,0.013912230332221272,early_exit,36
2024-05-21 14:00:00,2024-05-21 17:00:00,0.011815487828393116,signal_exit_th,36
2024-05-23 16:20:00,2024-05-23 19:20:00,-0.010862479804801456,early_exit,36
2024-05-24 16:35:00,2024-05-24 19:35:00,-0.013973519540449618,signal_exit_th,36
2024-05-25 13:30:00,2024-05-25 16:30:00,0.0008435608452955091,signal_exit_th,36
2024-05-27 15:55:00,2024-05-27 18:55:00,-0.007505361278815546,early_exit,36
2024-05-27 19:55:00,2024-05-27 22:55:00,-0.006798908670132745,signal_exit_th,36
2024-05-28 14:40:00,2024-05-28 17:40:00,-0.006128823460463988,signal_exit_th,36
2024-06-01 16:30:00,2024-06-01 19:30:00,-0.002620662245422487,signal_exit_th,36
2024-06-02 13:45:00,2024-06-02 19:25:00,0.00542473198886221,signal_exit_th,68
2024-06-03 13:55:00,2024-06-03 18:40:00,0.004002228327663202,signal_exit_th,57
2024-06-04 17:40:00,2024-06-04 20:40:00,-0.0010096221289102607,signal_exit_th,36
2024-06-05 03:25:00,2024-06-05 06:50:00,-0.004858138934758006,signal_exit_th,41
2024-06-05 15:40:00,2024-06-05 18:40:00,-0.008804691423073427,early_exit,36
2024-06-06 14:10:00,2024-06-06 18:45:00,-0.001300712944799071,signal_exit_th,55
2024-06-07 14:10:00,2024-06-07 19:35:00,0.026574345714768244,signal_exit_th,65
2024-06-09 14:35:00,2024-06-09 19:05:00,-0.007476993733174239,signal_exit_th,54
2024-06-10 19:35:00,2024-06-10 22:35:00,0.001517910680692665,signal_exit_th,36
2024-06-12 12:40:00,2024-06-12 18:40:00,0.0012110792993387058,time_stop,72
2024-06-13 13:30:00,2024-06-13 17:35:00,0.016660557197912595,signal_exit_th,49
2024-06-14 09:45:00,2024-06-14 12:45:00,-0.0027654389975715356,signal_exit_th,36
2024-06-14 16:20:00,2024-06-14 19:30:00,0.0002963418912701365,signal_exit_th,38
2024-06-16 11:05:00,2024-06-16 17:05:00,-0.0005491890433684579,time_stop,72
2024-06-18 15:10:00,2024-06-18 18:10:00,0.0026221911252757974,early_exit,36
2024-06-20 02:25:00,2024-06-20 07:10:00,-0.00862208675399369,signal_exit_th,57
