entry_time,exit_time,pnl,exit_reason,holding_bars,top1_proba,top2_proba,proba_gap
2025-09-05 07:35:00,2025-09-05 10:35:00,-0.005160567995831643,early_exit,36,0.6373757,0.24020740389823914,0.3971683084964752
2025-09-05 11:35:00,2025-09-05 16:25:00,0.012165789385553863,signal_exit_th,58,0.6215853,0.28678324818611145,0.3348020613193512
2025-09-07 12:25:00,2025-09-07 15:25:00,-0.0036477011015952545,signal_exit_th,36,0.5931097,0.32213523983955383,0.2709744870662689
2025-09-08 12:00:00,2025-09-08 15:00:00,-0.007655175506346551,signal_exit_th,36,0.61439574,0.2829677164554596,0.33142802119255066
2025-09-09 09:55:00,2025-09-09 12:55:00,0.0006126673518629351,signal_exit_th,36,0.59586984,0.3175404667854309,0.27832937240600586
2025-09-09 16:55:00,2025-09-09 19:55:00,0.0009295643199876928,early_exit,36,0.62944734,0.2729790508747101,0.3564682900905609
2025-09-10 15:20:00,2025-09-10 19:10:00,0.0020709109753124784,signal_exit_th,46,0.6021569,0.2970695495605469,0.3050873279571533
2025-09-12 02:40:00,2025-09-12 05:40:00,-0.002104620494147637,signal_exit_th,36,0.635869,0.2583574652671814,0.37751156091690063
2025-09-12 18:55:00,2025-09-12 21:55:00,0.003333668047627983,signal_exit_th,36,0.6244761,0.25349846482276917,0.37097761034965515
2025-09-13 14:45:00,2025-09-13 18:55:00,-0.0005003937944532343,signal_exit_th,50,0.64069605,0.20850364863872528,0.4321923851966858
2025-09-16 18:20:00,2025-09-16 21:20:00,-0.0018372120842262887,signal_exit_th,36,0.5879838,0.3468121588230133,0.24117162823677063
2025-09-17 18:05:00,2025-09-17 21:05:00,-0.00668939925179418,early_exit,36,0.6011602,0.2959391176700592,0.3052211105823517
2025-09-17 22:05:00,2025-09-18 01:05:00,-0.0055674434817226115,signal_exit_th,36,0.6697575,0.2661377787590027,0.4036197066307068
2025-09-18 03:40:00,2025-09-18 08:40:00,0.002208605229878885,signal_exit_th,60,0.5756117,0.35611268877983093,0.21949902176856995
2025-09-18 18:25:00,2025-09-18 21:25:00,0.0011498225632089686,signal_exit_th,36,0.59883314,0.3357594907283783,0.2630736529827118
2025-09-24 14:40:00,2025-09-24 20:40:00,-0.00339803980551023,time_stop,72,0.61498004,0.29219913482666016,0.32278090715408325
2025-09-25 17:25:00,2025-09-25 20:25:00,0.003285987227042832,signal_exit_th,36,0.58400583,0.32322198152542114,0.260783851146698
2025-09-28 00:15:00,2025-09-28 04:10:00,-0.00028414575191154857,signal_exit_th,47,0.6164367,0.27063673734664917,0.34579998254776
2025-09-28 18:50:00,2025-09-28 21:50:00,-0.006235207221967084,signal_exit_th,36,0.64374906,0.23367658257484436,0.4100724756717682
2025-09-29 02:55:00,2025-09-29 05:55:00,-0.0020317706467560836,signal_exit_th,36,0.59638447,0.30888310074806213,0.28750136494636536
2025-09-29 13:10:00,2025-09-29 19:10:00,-0.019119251871832364,time_stop,72,0.65668195,0.19556662440299988,0.4611153304576874
2025-09-30 04:35:00,2025-09-30 07:35:00,0.0028117025465609195,signal_exit_th,36,0.633957,0.23448330163955688,0.39947372674942017
2025-09-30 16:20:00,2025-09-30 19:20:00,-0.00843020105513571,signal_exit_th,36,0.60583824,0.29470324516296387,0.3111349940299988
2025-10-01 12:15:00,2025-10-01 18:15:00,-0.003062669567367225,time_stop,72,0.5759942,0.3405969738960266,0.23539721965789795
2025-10-02 13:55:00,2025-10-02 16:55:00,-0.0010786012548242093,early_exit,36,0.57678473,0.38693130016326904,0.18985342979431152
2025-10-02 17:55:00,2025-10-02 20:55:00,-0.00813922407305925,signal_exit_th,36,0.63472277,0.3064756691455841,0.3282471001148224
2025-10-05 04:30:00,2025-10-05 10:30:00,0.008838105781103509,time_stop,72,0.5789297,0.33680233359336853,0.24212738871574402
2025-10-06 04:25:00,2025-10-06 07:25:00,-0.0009892210360337458,signal_exit_th,36,0.642273,0.20802247524261475,0.43425053358078003
2025-10-06 14:35:00,2025-10-06 19:45:00,-0.006054661472642924,signal_exit_th,62,0.587958,0.32754671573638916,0.26041126251220703
2025-10-11 01:40:00,2025-10-11 04:40:00,-0.00979443638183318,signal_exit_th,36,0.62172896,0.257213294506073,0.36451566219329834
2025-10-12 18:05:00,2025-10-12 21:05:00,-0.008343036755893004,signal_exit_th,36,0.6023095,0.2939513921737671,0.3083581328392029
2025-10-14 17:10:00,2025-10-14 21:20:00,-0.0034644146125963,signal_exit_th,50,0.6103527,0.2857217490673065,0.3246309459209442
2025-10-16 14:25:00,2025-10-16 17:25:00,0.011852240805922756,signal_exit_th,36,0.64438885,0.18415020406246185,0.46023863554000854
2025-10-17 10:30:00,2025-10-17 13:30:00,0.013557656127085484,early_exit,36,0.57506436,0.3351459503173828,0.23991841077804565
2025-10-21 14:30:00,2025-10-21 17:45:00,-0.02275562421862954,signal_exit_th,39,0.5782134,0.35089612007141113,0.22731727361679077
2025-10-23 18:15:00,2025-10-23 21:15:00,0.008696519321389718,signal_exit_th,36,0.6109787,0.28024032711982727,0.3307383954524994
2025-10-24 08:20:00,2025-10-24 11:20:00,-0.0030323394112265877,signal_exit_th,36,0.6443476,0.18315966427326202,0.4611879587173462
