entry_time,exit_time,pnl,exit_reason,holding_bars
2025-03-03 14:50:00,2025-03-03 20:05:00,0.04851507620681037,signal_exit_th,63
2025-03-04 01:55:00,2025-03-04 06:00:00,-0.011849963129550042,signal_exit_th,49
2025-03-04 14:40:00,2025-03-04 19:50:00,-0.051154230769347706,signal_exit_th,62
2025-03-05 10:40:00,2025-03-05 13:40:00,-0.010492641981315545,early_exit,36
2025-03-07 00:45:00,2025-03-07 03:45:00,-0.01593189000493026,signal_exit_th,36
2025-03-10 14:10:00,2025-03-10 17:10:00,0.018520202529549036,signal_exit_th,36
2025-03-11 17:10:00,2025-03-11 20:10:00,0.017210188735127935,early_exit,36
2025-03-12 14:10:00,2025-03-12 17:10:00,-0.0006981887760598157,signal_exit_th,36
2025-03-13 12:45:00,2025-03-13 16:15:00,0.01967701871432099,signal_exit_th,42
2025-03-14 03:20:00,2025-03-14 06:20:00,7.540891534838446e-05,signal_exit_th,36
2025-03-14 14:10:00,2025-03-14 17:10:00,-0.019836687118175805,signal_exit_th,36
2025-03-14 18:35:00,2025-03-14 21:45:00,0.004385080235849845,signal_exit_th,38
2025-03-18 14:00:00,2025-03-18 18:50:00,-0.0063666567447423494,signal_exit_th,58
2025-03-19 01:00:00,2025-03-19 04:00:00,-0.0002120279874920317,signal_exit_th,36
2025-03-19 16:20:00,2025-03-19 22:20:00,-0.013924043072303594,time_stop,72
2025-03-20 18:25:00,2025-03-20 21:25:00,0.004314535945247182,early_exit,36
2025-03-21 16:40:00,2025-03-21 19:40:00,-0.0014408429214382604,signal_exit_th,36
2025-03-22 21:20:00,2025-03-23 00:35:00,-0.0009237793284422131,signal_exit_th,39
2025-03-23 11:15:00,2025-03-23 14:15:00,0.0007063101571366996,early_exit,36
2025-03-23 15:15:00,2025-03-23 19:20:00,7.39462506349992e-05,signal_exit_th,49
2025-03-24 18:15:00,2025-03-24 23:35:00,0.011646501690866402,signal_exit_th,64
2025-03-25 13:45:00,2025-03-25 19:45:00,-0.012873679689038594,time_stop,72
2025-03-27 15:15:00,2025-03-27 18:15:00,-0.005761885402482251,early_exit,36
2025-03-29 01:40:00,2025-03-29 05:05:00,0.002437124130126725,signal_exit_th,41
2025-03-31 16:30:00,2025-03-31 20:30:00,0.008305948758181445,signal_exit_th,48
2025-04-01 12:05:00,2025-04-01 15:20:00,-0.010529506167157943,signal_exit_th,39
2025-04-01 18:40:00,2025-04-01 21:40:00,-0.0036396168792067465,signal_exit_th,36
2025-04-02 14:00:00,2025-04-02 19:40:00,-0.008575967263457286,signal_exit_th,68
2025-04-02 20:40:00,2025-04-02 23:40:00,0.030790092747521317,signal_exit_th,36
2025-04-04 08:35:00,2025-04-04 11:35:00,-0.02735441501683225,early_exit,36
2025-04-07 15:45:00,2025-04-07 19:55:00,0.007322922480551511,signal_exit_th,50
2025-04-08 15:10:00,2025-04-08 18:15:00,0.010848464428212997,signal_exit_th,37
2025-04-09 18:50:00,2025-04-09 22:30:00,-0.015513537302513522,signal_exit_th,44
2025-04-10 14:20:00,2025-04-10 17:40:00,0.024148657027002737,signal_exit_th,40
2025-04-11 12:10:00,2025-04-11 16:10:00,-0.00436825388207252,signal_exit_th,48
2025-04-12 14:10:00,2025-04-12 17:10:00,-0.0018135088192778935,early_exit,36
2025-04-13 00:00:00,2025-04-13 03:35:00,-0.0037659958869852776,signal_exit_th,43
2025-04-13 21:35:00,2025-04-14 00:35:00,-0.024134904780142616,signal_exit_th,36
2025-04-14 14:40:00,2025-04-14 17:40:00,0.009601280856775847,signal_exit_th,36
2025-04-15 14:05:00,2025-04-15 18:50:00,0.016389857355267885,signal_exit_th,57
2025-04-16 14:00:00,2025-04-16 20:00:00,-0.00630867289040758,time_stop,72
2025-04-17 16:10:00,2025-04-17 19:10:00,0.0029079635851679505,early_exit,36
2025-04-19 16:45:00,2025-04-19 19:45:00,-0.005585792803737226,signal_exit_th,36
2025-04-20 21:05:00,2025-04-21 02:40:00,-0.026686094881704498,signal_exit_th,67
2025-04-21 14:35:00,2025-04-21 17:35:00,-0.01573735394753529,early_exit,36
2025-04-21 18:35:00,2025-04-21 21:35:00,-0.0036175281066576953,signal_exit_th,36
2025-04-22 05:15:00,2025-04-22 08:15:00,-0.006060335241933469,signal_exit_th,36
2025-04-22 14:45:00,2025-04-22 17:45:00,0.005454581781351144,early_exit,36
